price;lat;lng;bedrooms;area
2120000;-37.8422;144.9554;2;107.0
1800000;-37.8443;144.9579;3;253.0
1800000;-37.8421;144.9571;3;122.0
1810000;-37.8379;144.9539;2;240.0
2615000;-37.8415;144.9585;3;181.0
2100000;-37.8436;144.9557;5;237.0
1300000;-37.8422;144.949;3;129.0
1370000;-37.8451;144.9511;3;85.0
1000000;-37.8407;144.9523;2;288.0
2575000;-37.8445;144.9501;3;228.0
1322500;-37.8443;144.9481;2;98.0
1562500;-37.8424;144.9562;2;83.0
2000000;-37.847;144.9575;3;147.0
1900000;-37.8468;144.9546;3;209.0
3010000;-37.8473;144.9551;3;146.0
2800000;-37.8467;144.9475;4;254.0
647000;-37.846;144.9542;2;0.0
2100000;-37.8427;144.9546;2;123.0
2000000;-37.8461;144.9528;3;131.0
442500;-37.8421;144.9517;1;34.0
4735000;-37.8477;144.9558;4;207.0
1340000;-37.846;144.9517;2;136.0
1801000;-37.8429;144.9493;3;202.0
1532000;-37.8415;144.9585;3;0.0
3755000;-37.8413;144.95;3;325.0
2140000;-37.8434;144.9495;3;145.0
1750000;-37.8416;144.9488;2;162.0
980000;-37.8387;144.9519;2;68.0
2030000;-37.8488;144.9551;3;152.0
1740000;-37.8448;144.9453;3;134.0
2800000;-37.8399;144.9577;3;0.0
985000;-37.8411;144.9497;1;54.0
2000000;-37.7707;145.0318;3;263.0
1110000;-37.7854;145.0325;3;208.0
1492000;-37.7713;145.0279;3;411.0
1717500;-37.7717;145.031;4;203.0
2840000;-37.775;145.0268;5;165.0
525500;-37.7791;145.0306;2;60.0
805000;-37.7804;145.0308;2;140.0
465000;-37.7773;145.0314;2;0.0
2000000;-37.78;145.0341;3;686.0
1540000;-37.7755;145.0288;3;592.0
820000;-37.7747;145.0264;2;183.0
1830000;-37.7743;145.0316;4;112.0
2100000;-37.7723;145.0319;4;271.0
865000;-37.7802;145.0243;3;131.0
390000;-37.7773;145.0314;2;60.0
650000;-37.7848;145.025;0;0.0
512000;-37.7805;145.0262;2;61.0
1165000;-37.7792;145.029;3;979.0
1900000;-37.7844;145.0225;4;272.0
1485000;-37.7781;145.0284;3;597.0
1950000;-37.7719;145.0309;4;210.0
520000;-37.87;144.825;3;242.0
1525000;-37.8721;144.8105;5;268.0
720000;-37.8687;144.8197;2;125.0
1120000;-37.8693;144.8375;3;120.0
780000;-37.868;144.8154;4;655.0
1780000;-37.8681;144.819;4;220.0
630000;-37.8702;144.8143;2;94.0
406000;-37.8693;144.8171;2;65.0
660000;-37.8616;144.8116;3;123.0
683500;-37.8594;144.817;3;530.0
580000;-37.8696;144.827;2;93.0
1335000;-37.8697;144.8249;3;22.0
800000;-37.8734;144.8143;3;280.0
510000;-37.8686;144.8182;2;76.0
1070000;-37.8733;144.8147;4;695.0
425000;-37.871;144.8185;2;57.0
605000;-37.8646;144.827;3;230.0
705000;-37.8579;144.8181;3;152.0
391000;-37.8678;144.8384;2;65.0
440000;-37.8659;144.831;2;0.0
845000;-37.8658;144.8155;4;130.0
743000;-37.8698;144.816;3;176.0
730000;-37.868;144.8286;3;141.0
635000;-37.8611;144.8114;3;625.0
620000;-37.8676;144.8202;2;168.0
447000;-37.8655;144.8299;2;77.0
730000;-37.868;144.8287;3;70.0
678000;-37.8608;144.8124;3;87.0
580000;-37.8687;144.8268;2;76.0
712000;-37.8674;144.8375;3;363.0
840000;-37.86;144.8245;3;136.0
980000;-37.8672;144.817;3;724.0
605100;-37.8583;144.8172;3;265.0
880000;-37.8699;144.8235;3;577.0
577000;-37.8684;144.815;3;113.0
1030000;-37.8663;144.8387;4;797.0
605000;-37.8659;144.822;3;181.0
753000;-37.8612;144.8247;3;529.0
857000;-37.8653;144.8129;2;100.0
1500000;-37.8651;144.832;3;929.0
730000;-37.868;144.8285;3;3.0
900000;-37.871;144.8075;3;697.0
740000;-37.8631;144.8195;3;604.0
931000;-37.8637;144.8365;4;532.0
535600;-37.8646;144.8272;2;91.0
1085000;-37.8388;144.8567;5;251.0
781000;-37.8291;144.835;3;117.0
750000;-37.8449;144.85;3;554.0
421000;-37.8351;144.8529;2;77.0
1405000;-37.8338;144.8562;3;655.0
683000;-37.8284;144.8355;3;167.0
623000;-37.8267;144.8368;3;540.0
720000;-37.8379;144.8583;3;130.0
588000;-37.838;144.8555;3;118.0
710000;-37.8294;144.8378;3;116.0
875000;-37.8448;144.8529;3;169.0
700000;-37.8449;144.85;3;554.0
640000;-37.8397;144.8602;2;252.0
650000;-37.8451;144.8529;4;558.0
675000;-37.8337;144.8554;3;109.0
708000;-37.8258;144.8523;3;97.0
965000;-37.8345;144.8444;4;851.0
680000;-37.8254;144.8514;3;551.0
770000;-37.8327;144.8451;3;603.0
923000;-37.8269;144.8455;3;740.0
693000;-37.8391;144.8467;4;170.0
620000;-37.8262;144.8443;5;100.0
728500;-37.8277;144.8385;3;157.0
931000;-37.8382;144.8649;3;160.0
988000;-37.8423;144.8632;3;715.0
590000;-37.8444;144.8491;3;561.0
610000;-37.834;144.8553;2;691.0
815000;-37.8318;144.8388;3;130.0
970000;-37.833;144.8494;4;708.0
760000;-37.8262;144.8439;4;668.0
847500;-37.8393;144.8568;4;252.0
1200000;-37.8375;144.8541;4;158.0
700000;-37.8441;144.8505;3;557.0
625000;-37.8285;144.8351;3;536.0
292000;-37.8332;144.8649;2;70.0
599000;-37.8543;145.0262;2;76.0
550000;-37.8539;145.0284;2;861.0
995000;-37.8552;145.016;3;100.0
1205000;-37.854;145.0135;3;105.0
1939000;-37.8614;145.0274;3;150.0
421500;-37.853;145.0167;1;0.0
1870000;-37.8592;145.0182;3;116.0
678000;-37.8538;145.0127;2;0.0
1918000;-37.8537;145.0267;3;165.0
660000;-37.8619;145.0257;2;0.0
2050000;-37.8574;145.0281;3;116.0
700000;-37.8552;145.016;2;0.0
3625000;-37.8555;145.0291;3;0.0
3000000;-37.858;145.0111;4;1581.0
1525000;-37.8638;145.0229;8;693.0
735000;-37.8543;145.0262;3;14.0
825000;-37.8528;145.0268;2;0.0
1586000;-37.8566;145.0116;2;246.0
645000;-37.8596;145.0198;3;0.0
1435000;-37.8564;145.0228;2;107.0
280000;-37.8619;145.0185;1;38.0
400000;-37.8605;145.0185;1;0.0
1780000;-37.8537;145.0267;2;0.0
592500;-37.8574;145.0174;2;73.0
1210000;-37.8543;145.016;2;96.0
2801000;-37.8536;145.0173;4;222.0
390000;-37.8614;145.0222;1;881.0
1800000;-37.8545;145.0145;3;121.0
2200000;-37.8613;145.0264;4;163.0
324000;-37.8537;145.0114;1;0.0
5525000;-37.8602;145.013;5;516.0
1125000;-37.851;145.0161;3;169.0
2250000;-37.8511;145.0167;3;301.0
2360000;-37.8558;145.015;3;336.0
1900000;-37.8571;145.0224;2;207.0
440000;-37.8531;145.0115;1;53.0
490000;-37.8646;145.0247;2;0.0
2365000;-37.8521;145.019;3;316.0
1300000;-37.8542;145.0149;2;106.0
732000;-37.8597;145.0104;3;0.0
704000;-37.8573;145.0186;2;74.0
620000;-37.8596;145.0198;3;98.0
1900000;-37.8559;145.0158;3;108.0
315000;-37.8575;145.0174;1;0.0
450000;-37.8509;145.0203;1;0.0
710000;-37.8573;145.0186;2;80.0
872000;-37.8604;145.0147;2;1194.0
598000;-37.8593;145.0156;2;88.0
1285000;-37.8554;145.0173;3;80.0
3660000;-37.8593;145.0275;4;421.0
520000;-37.8618;145.0183;1;76.0
3625000;-37.8574;145.016;4;251.0
4200000;-37.8582;145.0138;4;333.0
1101000;-37.8542;145.0135;3;3.0
3512500;-37.8557;145.0264;3;285.0
2000000;-37.8611;145.0195;4;544.0
869000;-37.853;145.0264;2;91.0
2810000;-37.8611;145.0271;5;617.0
565000;-37.8573;145.0112;3;0.0
567000;-37.8549;145.0113;1;53.0
546000;-37.8568;145.0161;2;0.0
471500;-37.8503;145.0185;2;0.0
455000;-37.7756;144.9165;3;0.0
940000;-37.7777;144.9195;3;108.0
467000;-37.7761;144.9201;2;62.0
1380000;-37.7777;144.9221;3;174.0
490000;-37.7736;144.9015;2;62.0
1850000;-37.7729;144.9179;4;270.0
1284000;-37.7758;144.9089;3;623.0
971000;-37.775;144.9091;3;128.0
710000;-37.7776;144.9142;2;77.0
2425000;-37.7721;144.9184;6;435.0
750000;-37.7745;144.9093;2;92.0
1053000;-37.7748;144.929;2;109.0
1377000;-37.7756;144.9208;3;168.0
970000;-37.7759;144.91;3;125.0
940000;-37.773;144.9049;2;330.0
751000;-37.7807;144.9288;2;79.0
950000;-37.7731;144.9206;2;102.0
685000;-37.7718;144.9066;2;90.0
1230000;-37.7819;144.9064;4;148.0
636500;-37.7738;144.9345;2;0.0
910000;-37.7746;144.9112;3;317.0
770000;-37.7774;144.9186;2;87.0
960000;-37.7778;144.9065;3;229.0
890000;-37.7766;144.9143;4;185.0
965000;-37.7732;144.9206;2;170.0
1440000;-37.7725;144.9146;3;131.0
955000;-37.7825;144.9208;2;255.0
450000;-37.7731;144.9074;2;0.0
801000;-37.781;144.9207;3;431.0
1000000;-37.7746;144.9031;3;120.0
1435000;-37.7737;144.904;3;147.0
390000;-37.7723;144.9094;1;58.0
1425000;-37.7821;144.9055;3;139.0
1340000;-37.775;144.932;3;232.0
955000;-37.7753;144.9116;3;117.0
1100000;-37.7791;144.9136;4;195.0
1255000;-37.7759;144.9338;3;308.0
432000;-37.773;144.9303;2;62.0
1640000;-37.782;144.903;4;204.0
1430000;-37.78;144.9295;4;286.0
610000;-37.7791;144.914;2;104.0
940000;-37.7727;144.9136;3;127.0
890000;-37.7765;144.9114;3;110.0
1180000;-37.7742;144.906;3;149.0
1480000;-37.7757;144.9088;4;180.0
1150000;-37.7734;144.9191;2;387.0
1350000;-37.7828;144.9049;3;575.0
1905000;-37.7778;144.9261;5;521.0
865000;-37.7713;144.9038;2;132.0
705000;-37.7712;144.9088;2;113.0
442000;-37.7733;144.9219;2;62.0
540000;-37.7786;144.9141;2;0.0
1037500;-37.7779;144.9133;3;110.0
1050000;-37.7744;144.9035;3;160.0
440000;-37.7749;144.9137;2;65.0
1010000;-37.7722;144.9117;2;325.0
1430000;-37.7766;144.9187;4;158.0
570000;-37.7779;144.9137;2;0.0
690000;-37.7728;144.9169;2;0.0
1291000;-37.7766;144.9185;3;414.0
1130000;-37.7774;144.928;3;157.0
1135000;-37.777;144.9176;3;104.0
950000;-37.7778;144.9131;4;147.0
790000;-37.7722;144.9163;3;148.0
390000;-37.7731;144.9074;2;69.0
1345000;-37.7769;144.9138;4;155.0
1381500;-37.7727;144.9055;3;168.0
940000;-37.7778;144.9061;3;172.0
995000;-37.7778;144.9042;3;177.0
1050000;-37.7728;144.9076;3;536.0
786000;-37.7816;144.9217;3;120.0
705000;-37.7825;144.9206;2;108.0
760000;-37.7807;144.9285;2;77.0
487500;-37.7723;144.9094;3;0.0
1000000;-37.7766;144.9277;3;144.0
1110000;-37.7775;144.913;4;349.0
1300000;-37.7765;144.9132;4;664.0
1060000;-37.7767;144.9125;3;555.0
1410000;-37.7767;144.9124;3;459.0
1305000;-37.7768;144.9223;2;166.0
932500;-37.7738;144.9215;3;254.0
965000;-37.7792;144.9297;3;216.0
1215000;-37.7762;144.9174;3;175.0
545000;-37.7772;144.9118;2;71.0
1705000;-37.7774;144.9104;4;273.0
970000;-37.7756;144.921;2;194.0
925000;-37.7756;144.9105;2;407.0
2650000;-37.8669;145.0767;4;399.0
1670000;-37.8673;145.0688;3;220.0
955000;-37.8655;145.0807;3;203.0
2050000;-37.874;145.0714;3;315.0
500000;-37.8636;145.0794;2;710.0
1575000;-37.869;145.0822;2;679.0
1555000;-37.8666;145.0676;3;149.0
1100000;-37.8699;145.0778;3;178.0
1337000;-37.8685;145.0786;3;112.0
2950000;-37.8729;145.0788;9;618.0
2215000;-37.8612;145.0858;4;681.0
1518000;-37.8675;145.0668;3;145.0
1710000;-37.8695;145.084;3;101.0
1655000;-37.8599;145.0815;3;152.0
1550000;-37.86;145.0817;4;180.0
1662000;-37.8742;145.07;3;228.0
1665000;-37.8737;145.0695;3;145.0
1445000;-37.8745;145.0738;2;704.0
3510000;-37.8598;145.0796;5;444.0
968000;-37.8709;145.0857;3;227.0
900000;-37.8655;145.0808;3;110.0
1500000;-37.8605;145.0833;3;545.0
2752000;-37.8714;145.073;6;390.0
1500000;-37.8653;145.0897;3;139.0
1800000;-37.8669;145.077;4;206.0
1830000;-37.8619;145.0879;3;168.0
1415000;-37.8703;145.0774;3;111.0
1440000;-37.872;145.0692;2;104.0
1250000;-37.8693;145.08;4;199.0
1422000;-37.8679;145.0781;3;583.0
1600000;-37.8724;145.0758;5;266.0
1860000;-37.8711;145.0746;4;274.0
1710000;-37.8624;145.0798;3;295.0
1790000;-37.8664;145.0772;4;240.0
1950000;-37.8715;145.0688;4;278.0
1600000;-37.8645;145.0797;3;637.0
1320000;-37.8752;145.0754;3;1063.0
1650000;-37.8636;145.0903;3;164.0
995000;-37.8693;145.1082;2;583.0
1250000;-37.867;145.1092;3;842.0
1045000;-37.8639;145.0968;3;467.0
1200000;-37.8716;145.0999;4;201.0
1075000;-37.8694;145.0944;2;114.0
1500000;-37.8647;145.1023;2;203.0
1120000;-37.8642;145.1109;3;723.0
700000;-37.8662;145.109;2;110.0
761000;-37.8675;145.106;3;94.0
1270000;-37.8651;145.1109;4;724.0
1510000;-37.8661;145.1013;4;526.0
1365000;-37.864;145.0972;3;792.0
1100000;-37.8621;145.1126;3;152.0
1415000;-37.8651;145.1107;4;724.0
690000;-37.8711;145.1017;2;90.0
1631000;-37.8621;145.1021;3;215.0
1500000;-37.8655;145.096;4;255.0
1060000;-37.8707;145.1036;2;772.0
1529500;-37.8637;145.1024;5;317.0
600000;-37.8696;145.0962;2;80.0
535000;-37.8702;145.1042;2;72.0
785000;-37.8671;145.1117;3;557.0
1240000;-37.8629;145.1097;4;192.0
700000;-37.8709;145.102;2;88.0
1350000;-37.8669;145.1106;4;727.0
1110000;-37.8683;145.1082;2;86.0
1305000;-37.858;145.1038;3;120.0
855000;-37.87;145.1103;3;85.0
900500;-37.8655;145.1096;3;134.0
1200000;-37.8614;145.1098;3;198.0
830000;-37.8723;145.1089;2;130.0
850000;-37.7677;144.8674;3;118.0
750000;-37.7634;144.8611;3;103.0
851000;-37.77;144.8572;3;181.0
848000;-37.7706;144.8629;3;542.0
806000;-37.7676;144.859;4;350.0
1155000;-37.7654;144.8655;3;225.0
670000;-37.7593;144.871;3;671.0
1200000;-37.7545;144.8736;4;673.0
636000;-37.7605;144.8581;2;571.0
680000;-37.7591;144.8542;3;120.0
1160000;-37.7537;144.8729;4;789.0
750000;-37.7721;144.8576;3;529.0
627500;-37.7632;144.8622;3;143.0
880000;-37.7519;144.8534;3;339.0
950000;-37.7524;144.8714;4;281.0
1600000;-37.7532;144.8766;4;1801.0
585000;-37.7623;144.8613;2;136.0
650000;-37.7627;144.857;3;574.0
725000;-37.752;144.854;3;606.0
665000;-37.7644;144.8657;3;289.0
560500;-37.7664;144.8583;3;177.0
615000;-37.758;144.86;3;649.0
845000;-37.7681;144.8592;3;704.0
585000;-37.7686;144.8576;3;322.0
440000;-37.7697;144.8657;2;263.0
850000;-37.7522;144.8518;3;149.0
850000;-37.7639;144.8615;5;574.0
705000;-37.7691;144.8575;3;106.0
1100000;-37.7609;144.8639;4;395.0
892500;-37.7642;144.8603;3;118.0
695000;-37.771;144.8586;3;588.0
522500;-37.756;144.8641;2;101.0
680000;-37.7649;144.8633;4;140.0
500000;-37.7507;144.8576;3;260.0
550000;-37.7592;144.8681;2;158.0
730000;-37.766;144.8596;3;705.0
875000;-37.765;144.8578;3;117.0
850000;-37.751;144.8571;3;585.0
635000;-37.7568;144.8572;3;597.0
762000;-37.7573;144.8534;4;150.0
411000;-37.7608;144.863;2;85.0
790000;-37.7513;144.859;4;570.0
605000;-37.7563;144.8601;4;569.0
805000;-37.7607;144.8581;3;103.0
890000;-37.757;144.8566;4;585.0
795000;-37.7644;144.8575;3;549.0
634000;-37.7584;144.8568;4;153.0
642000;-37.7567;144.8572;3;590.0
863000;-37.7546;144.8585;3;638.0
740000;-37.7546;144.857;3;607.0
1819000;-37.8668;144.9928;3;180.0
410000;-37.8731;144.9958;2;61.0
280000;-37.8733;144.997;1;0.0
1015000;-37.8723;144.9961;2;120.0
502500;-37.8725;144.9952;2;65.0
520000;-37.8742;144.9972;2;58.0
442000;-37.8726;144.9962;2;61.0
1193000;-37.8663;144.9948;3;100.0
416000;-37.8678;144.9966;2;49.0
820000;-37.8691;144.9974;2;0.0
474000;-37.8667;144.9917;2;59.0
981000;-37.874;144.9933;2;84.0
1690000;-37.872;144.9909;3;159.0
540000;-37.8727;144.9969;2;51.0
1080000;-37.8696;144.9925;3;157.0
500000;-37.873;144.9907;1;0.0
497500;-37.8739;144.9929;2;0.0
2100000;-37.8094;145.0807;2;123.0
1800000;-37.811;145.0958;4;218.0
1255000;-37.8128;145.0975;2;129.0
1070000;-37.8161;145.0812;3;112.0
2570000;-37.8028;145.0768;5;420.0
2400000;-37.8147;145.0748;4;226.0
2200000;-37.8085;145.0764;3;266.0
3250000;-37.8071;145.0908;5;410.0
806000;-37.8124;145.0916;2;97.0
4000000;-37.8051;145.1016;6;449.0
1215000;-37.8134;145.0972;2;0.0
2250000;-37.8061;145.0801;5;356.0
812000;-37.8092;145.0778;2;206.0
1140000;-37.8162;145.0771;3;175.0
2330000;-37.807;145.0635;3;853.0
2800000;-37.8048;145.0708;5;349.0
605000;-37.8152;145.0843;2;0.0
1255000;-37.8056;145.0788;3;308.0
1850000;-37.8074;145.0826;3;166.0
805000;-37.8125;145.0901;3;209.0
700000;-37.8065;145.065;3;110.0
2130000;-37.8055;145.0699;4;664.0
500000;-37.8162;145.0841;2;72.0
2125000;-37.814;145.0966;3;252.0
1800000;-37.8032;145.0693;3;200.0
635000;-37.8116;145.0724;2;70.0
526000;-37.8144;145.0993;2;73.0
390000;-37.8125;145.0775;1;740.0
905000;-37.8013;145.0652;3;150.0
1750000;-37.8044;145.1006;4;308.0
760000;-37.8112;145.0881;2;100.0
3180000;-37.8088;145.0991;4;1148.0
1367000;-37.8125;145.0849;3;164.0
3600000;-37.8063;145.0705;5;678.0
2550000;-37.8096;145.0735;5;642.0
1400000;-37.8042;145.1042;4;240.0
3270000;-37.8157;145.0795;4;241.0
625000;-37.8122;145.0879;2;104.0
700000;-37.8061;145.0878;2;104.0
1860000;-37.8117;145.0775;3;465.0
2730000;-37.8068;145.0786;4;336.0
2020000;-37.8116;145.0789;5;611.0
460000;-37.8152;145.0839;2;79.0
2250000;-37.8068;145.0827;3;832.0
1053000;-37.8123;145.0821;2;98.0
1800000;-37.8161;145.0772;3;380.0
1472000;-37.8106;145.0848;3;170.0
2120000;-37.8036;145.0715;3;651.0
1910000;-37.8044;145.0853;3;697.0
754000;-37.8134;145.081;2;88.0
3000000;-37.8025;145.0665;5;671.0
3400000;-37.8039;145.0714;5;502.0
2188000;-37.8149;145.0747;4;253.0
755000;-37.8092;145.0789;2;92.0
2900000;-37.815;145.076;4;596.0
3290000;-37.8135;145.0995;4;350.0
2665000;-37.8095;145.0782;4;674.0
1801000;-37.8027;145.0694;4;583.0
2410000;-37.8056;145.071;4;207.0
650000;-37.8147;145.084;2;150.0
2275000;-37.8054;145.0771;4;842.0
2810000;-37.8131;145.1;5;1468.0
1385000;-37.8164;145.0846;3;190.0
2000000;-37.8039;145.0631;3;291.0
1900000;-37.8057;145.0825;4;155.0
3401000;-37.8161;145.0748;3;166.0
1750000;-37.8056;145.0688;3;193.0
4000000;-37.8058;145.0882;5;1437.0
1100000;-37.8161;145.0809;3;259.0
3020000;-37.8028;145.0768;5;420.0
2950000;-37.8167;145.0797;4;650.0
2450000;-37.8058;145.0627;4;260.0
1912000;-37.8037;145.0636;2;844.0
730000;-37.812;145.0876;2;80.0
3900000;-37.8049;145.0748;5;0.0
1500000;-37.8075;145.1011;3;190.0
1850000;-37.8058;145.0781;3;607.0
1700000;-37.8099;145.0792;3;115.0
1010000;-37.8092;145.1016;2;1611.0
1315000;-37.7966;145.1021;3;167.0
1500000;-37.7939;145.0789;3;154.0
3230000;-37.8014;145.0892;4;275.0
1080000;-37.7912;145.085;2;253.0
1350000;-37.7923;145.1029;7;942.0
1905000;-37.7917;145.0868;4;185.0
3300000;-37.7907;145.0907;5;477.0
1900000;-37.7988;145.0726;4;215.0
2251000;-37.8002;145.0949;3;137.0
2205000;-37.7906;145.0788;4;214.0
1265000;-37.7947;145.1035;3;160.0
2000000;-37.7938;145.0732;3;772.0
1750000;-37.7856;145.0918;4;185.0
1450000;-37.7862;145.0781;3;124.0
2614000;-37.7959;145.0787;4;150.0
1825000;-37.7944;145.1028;4;225.0
2550000;-37.7954;145.0838;4;847.0
1570000;-37.7863;145.0905;4;546.0
3250000;-37.804;145.0951;3;520.0
1750000;-37.7898;145.079;4;667.0
1150000;-37.7893;145.092;3;144.0
1575000;-37.7851;145.0957;3;645.0
1505000;-37.8021;145.0985;4;724.0
1572000;-37.798;145.1007;4;330.0
1500000;-37.784;145.0878;3;610.0
1400000;-37.7982;145.0688;4;283.0
1750000;-37.7851;145.0775;5;365.0
1850000;-37.8025;145.0843;4;254.0
1480000;-37.7977;145.1037;3;992.0
1400000;-37.8007;145.1002;4;714.0
2130000;-37.7822;145.0907;4;275.0
1050000;-37.7933;145.0672;3;244.0
3690000;-37.802;145.0797;4;154.0
1740000;-37.7843;145.0891;4;275.0
2575000;-37.7981;145.0904;4;355.0
1388800;-37.783;145.0926;3;247.0
1702000;-37.7943;145.083;4;715.0
1800000;-37.7841;145.0953;4;165.0
2910000;-37.7975;145.0716;4;247.0
1400000;-37.7941;145.1042;2;694.0
860000;-37.8008;145.104;2;204.0
1670000;-37.7871;145.0843;4;689.0
1500000;-37.8023;145.0976;3;800.0
2200000;-37.7868;145.0677;5;355.0
1350000;-37.794;145.1019;4;815.0
2070000;-37.7928;145.1006;5;1138.0
1300000;-37.7945;145.0667;3;464.0
1700000;-37.7935;145.0865;3;168.0
1750000;-37.7971;145.0672;2;854.0
980000;-37.7832;145.0779;3;542.0
1230000;-37.7949;145.1014;3;188.0
2600000;-37.7898;145.0967;5;529.0
1950000;-37.7889;145.0904;3;232.0
1750000;-37.7907;145.0916;5;170.0
2000000;-37.796;145.0984;5;244.0
1480000;-37.7951;145.0696;3;116.0
3000000;-37.7964;145.086;4;50.0
1818000;-37.7956;145.0829;3;90.0
2170000;-37.7992;145.0907;4;1040.0
2525000;-37.7988;145.089;4;196.0
3360000;-37.797;145.086;4;420.0
1620000;-37.7885;145.0854;4;654.0
1903000;-37.7982;145.0816;3;720.0
1712000;-37.7879;145.0929;3;639.0
1720000;-37.8002;145.0999;4;170.0
1670000;-37.7908;145.101;4;1042.0
1350000;-37.7945;145.067;2;467.0
1675000;-37.7835;145.0883;4;201.0
1680000;-37.7987;145.0788;4;200.0
1800000;-37.7976;145.0684;3;809.0
1550000;-37.8005;145.0986;4;707.0
4000000;-37.7961;145.0859;5;518.0
2900000;-37.7968;145.0873;4;917.0
2205000;-37.7982;145.0903;4;250.0
1137000;-37.7955;145.0694;3;349.0
2100000;-37.796;145.0696;3;175.0
1389000;-37.7867;145.0718;2;701.0
685000;-37.7935;145.0679;2;85.0
1900000;-37.8022;145.0775;6;5.0
1335000;-37.7846;145.0935;3;177.0
1600000;-37.7867;145.0797;3;760.0
1830000;-37.7938;145.0675;3;493.0
1900000;-37.7841;145.0953;4;165.0
1500000;-37.7832;145.0796;5;605.0
735000;-37.7953;145.0712;2;1075.0
1040000;-37.7996;145.0959;2;112.0
1520000;-37.7882;145.0882;3;622.0
1250000;-37.7997;145.0993;4;153.0
1900000;-37.7842;145.0921;6;808.0
1875000;-37.7854;145.0869;5;200.0
1530000;-37.7839;145.0954;4;198.0
1700000;-37.786;145.0886;3;175.0
1238000;-37.8028;145.0828;3;186.0
1320000;-37.7982;145.0839;3;635.0
560000;-37.7961;145.0808;2;0.0
1651000;-37.7895;145.0985;3;151.0
1920000;-37.7868;145.0677;5;355.0
1560000;-37.7898;145.1021;5;199.0
1550000;-37.7923;145.1029;7;942.0
1038000;-37.7893;145.092;3;144.0
1660000;-37.7975;145.0961;4;193.0
